At1g01220	0.444128787878788
At1g01320	0.446236559139785
At1g01790	0.44249022892239
At1g02080	0.430509868421053
At1g02520	0.448527495439145
At1g02530	0.448456305599163
At1g02730	0.456570783981952
At1g02890	0.442662389735365
At1g02990	0.403700807922856
At1g03080	0.416186082276048
At1g03370	0.433561867450212
At1g03830	0.440828402366864
At1g04120	0.425302530253025
At1g04150	0.460348798947022
At1g04160	0.419942260715079
At1g04210	0.423480083857442
At1g04300	0.44844567559249
At1g04470	0.466859716859717
At1g04580	0.433981066268062
At1g04700	0.417705337168424
At1g04810	0.461410512308716
At1g04920	0.46252743806836
At1g05380	0.426397424641498
At1g05460	0.435692921236291
At1g05490	0.425939050318923
At1g05570	0.428156500939689
At1g05630	0.469399373754626
At1g05830	0.439421894218942
At1g05910	0.453894852738783
At1g06150	0.429579239103049
At1g06490	0.421643695763144
At1g06670	0.435637285986049
At1g06720	0.419570267131243
At1g06900	0.422113821138211
At1g06950	0.45493280891511
At1g07390	0.404059040590406
At1g07650	0.419523343127653
At1g07670	0.46045197740113
At1g07810	0.464532328939109
At1g07910	0.433785822021116
At1g08060	0.432733932733933
At1g08260	0.413197656490904
At1g08420	0.48609748119071
At1g08590	0.444012944983819
At1g08600	0.419594594594595
At1g08620	0.432231404958678
At1g08730	0.422135585878276
At1g08800	0.412028725314183
At1g08840	0.427304964539007
At1g09170	0.429937355753379
At1g09570	0.457999406352033
At1g09620	0.442002442002442
At1g10050	0.443922305764411
At1g10170	0.47659097280628
At1g10390	0.483685220729367
At1g10450	0.408726625111309
At1g10490	0.421120829284095
At1g10680	0.465798045602606
At1g10760	0.439285714285714
At1g10930	0.425287356321839
At1g11100	0.431496062992126
At1g11160	0.433463796477495
At1g11300	0.430244296386029
At1g11720	0.422526636225266
At1g12930	0.431411530815109
At1g13210	0.42718715393134
At1g13220	0.41806908768822
At1g13940	0.420477137176938
At1g13980	0.429981634527089
At1g14460	0.415398388540734
At1g14610	0.437330928764653
At1g14790	0.421780986762936
At1g14850	0.455290102389079
At1g15210	0.445599445599446
At1g15240	0.432908912830558
At1g15290	0.434845659830122
At1g15520	0.45435393258427
At1g15750	0.454946996466431
At1g15780	0.464820359281437
At1g16270	0.445702671312427
At1g16710	0.435461823862527
At1g16800	0.423402255639098
At1g17220	0.447257383966245
At1g17230	0.430127041742287
At1g17360	0.408662900188324
At1g17450	0.42583559168925
At1g17500	0.422076143522323
At1g17580	0.422090729783037
At1g17600	0.438095238095238
At1g17750	0.437404346495256
At1g18270	0.441176470588235
At1g18410	0.422144317849839
At1g18620	0.427586206896552
At1g18910	0.41062416998672
At1g19220	0.441888991107022
