At1g16800	 6384	0.423402255639098
At1g02080	 7296	0.430509868421053
At1g15290	 4827	0.434845659830122
At1g08420	 3057	0.48609748119071
At1g18270	 4182	0.441176470588235
At1g03830	 3042	0.440828402366864
At1g13940	 3018	0.420477137176938
At1g04810	 3006	0.461410512308716
At1g01220	 3168	0.444128787878788
At1g18410	 3423	0.422144317849839
At1g08840	 3948	0.427304964539007
At1g03080	 5202	0.416186082276048
At1g05570	 5853	0.428156500939689
At1g17220	 3081	0.447257383966245
At1g04150	 3039	0.460348798947022
At1g17750	 3267	0.437404346495256
At1g07910	 3315	0.433785822021116
At1g07670	 3186	0.46045197740113
At1g17500	 3651	0.422076143522323
At1g14790	 3324	0.421780986762936
At1g14460	 3351	0.415398388540734
At1g02890	 3741	0.442662389735365
At1g10760	 4200	0.439285714285714
At1g05830	 3252	0.439421894218942
At1g02530	 3822	0.448456305599163
At1g06490	 5877	0.421643695763144
At1g07650	 3063	0.419523343127653
At1g02990	 3837	0.403700807922856
At1g17230	 3306	0.430127041742287
At1g14850	 4395	0.455290102389079
At1g06900	 3075	0.422113821138211
At1g14610	 3327	0.437330928764653
At1g10170	 3567	0.47659097280628
At1g12930	 3018	0.431411530815109
At1g01790	 3582	0.44249022892239
At1g05460	 3009	0.435692921236291
At1g05490	 4233	0.425939050318923
At1g17600	 3150	0.438095238095238
At1g13210	 3612	0.42718715393134
At1g04920	 3189	0.46252743806836
At1g05910	 3633	0.453894852738783
At1g15240	 3063	0.432908912830558
At1g10490	 3087	0.421120829284095
At1g11160	 3066	0.433463796477495
At1g11300	 4953	0.430244296386029
At1g03370	 3063	0.433561867450212
At1g15210	 4329	0.445599445599446
At1g04700	 3129	0.417705337168424
At1g19220	 3261	0.441888991107022
At1g02730	 3546	0.456570783981952
At1g01320	 5394	0.446236559139785
At1g06670	 4731	0.435637285986049
At1g10050	 3192	0.443922305764411
At1g06150	 3969	0.429579239103049
At1g09620	 3276	0.442002442002442
At1g18910	 3765	0.41062416998672
At1g08800	 3342	0.412028725314183
At1g08730	 4617	0.422135585878276
At1g11720	 3285	0.422526636225266
At1g04470	 3108	0.466859716859717
At1g13980	 4356	0.429981634527089
At1g06950	 3051	0.45493280891511
At1g16710	 5121	0.435461823862527
At1g04580	 4014	0.433981066268062
At1g15520	 4272	0.45435393258427
At1g11100	 3810	0.431496062992126
At1g09170	 3033	0.429937355753379
At1g10450	 3369	0.408726625111309
At1g07810	 3186	0.464532328939109
At1g09570	 3369	0.457999406352033
At1g17450	 5535	0.42583559168925
At1g08590	 3090	0.444012944983819
At1g15750	 3396	0.454946996466431
At1g10680	 3684	0.465798045602606
At1g17580	 4563	0.422090729783037
At1g10930	 3567	0.425287356321839
At1g04210	 3339	0.423480083857442
At1g15780	 4008	0.464820359281437
At1g04160	 4503	0.419942260715079
At1g05630	 3513	0.469399373754626
At1g08060	 6006	0.432733932733933
At1g17360	 3186	0.408662900188324
At1g07390	 3252	0.404059040590406
At1g04300	 3249	0.44844567559249
At1g08260	 6486	0.413197656490904
At1g08600	 4440	0.419594594594595
